N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
315.0,한국카본,11510.0,260.0,-2.21%,500.0,3693.0,5853.0,248.0
316.0,쿠쿠홀딩스,16800.0,90.0,-0.53%,100.0,7556.0,11495.0,879.0
317.0,QV 코스피 변동성 매칭형 양매도 ETN,8360.0,0.0,0.00%,0.0,,,
318.0,KODEX 미국나스닥100TR,14365.0,155.0,-1.07%,0.0,,,
319.0,NICE평가정보,9710.0,10.0,-0.10%,500.0,4799.0,4811.0,716.0
320.0,KODEX 인버스,4420.0,40.0,+0.91%,0.0,,,
321.0,KOSEF 200TR,43460.0,380.0,-0.87%,0.0,,,
322.0,ACE 종합채권(AA-이상)KIS액티브,99795.0,25.0,+0.03%,0.0,,,
323.0,교보증권,4970.0,25.0,-0.50%,5000.0,40659.0,134173.0,517.0
324.0,HANARO 200,34945.0,305.0,-0.87%,0.0,,,
325.0,신한알파리츠,6420.0,10.0,-0.16%,1000.0,479.0,18254.0,251.0
326.0,화승엔터프라이즈,9320.0,150.0,-1.58%,500.0,16540.0,14758.0,528.0
327.0,프레스티지바이오파마,9330.0,110.0,-1.17%,0.0,2.0,7416.0,-696.0
328.0,신영증권,59600.0,100.0,-0.17%,5000.0,23535.0,101988.0,1156.0
329.0,동아에스티,64900.0,600.0,+0.93%,5000.0,6354.0,11577.0,167.0
330.0,케이카,11520.0,230.0,-1.96%,500.0,21773.0,5344.0,500.0
331.0,TIGER 미국달러단기채권액티브,11620.0,45.0,+0.39%,0.0,,,
332.0,ACE 미국나스닥100,16595.0,180.0,-1.07%,0.0,,,
333.0,메리츠 KIS CD금리투자 ETN,51385.0,25.0,+0.05%,0.0,,,
334.0,LX홀딩스,7140.0,0.0,0.00%,1000.0,2369.0,16350.0,1589.0
335.0,엠씨넥스,30200.0,150.0,-0.49%,500.0,11086.0,5389.0,107.0
336.0,SPC삼립,62900.0,0.0,0.00%,5000.0,33145.0,12954.0,895.0
337.0,TIGER 차이나항셍테크,5300.0,75.0,-1.40%,0.0,,,
338.0,빙그레,54800.0,1000.0,-1.79%,5000.0,12677.0,7693.0,394.0
339.0,대상홀딩스,14720.0,200.0,-1.34%,1000.0,52267.0,40153.0,1438.0
340.0,케이씨텍,25400.0,500.0,-1.93%,500.0,3782.0,4833.0,603.0
341.0,현대홈쇼핑,44150.0,850.0,+1.96%,5000.0,21017.0,27820.0,1106.0
342.0,미래에셋증권2우B,3705.0,5.0,-0.13%,5000.0,,,
343.0,KODEX MSCI Korea TR,11695.0,80.0,-0.68%,0.0,,,
344.0,유안타증권,2570.0,5.0,-0.19%,5000.0,24790.0,134199.0,433.0
345.0,SNT다이내믹스,15200.0,130.0,-0.85%,2500.0,4080.0,9310.0,258.0
346.0,KOSEF 국고채10년,115230.0,100.0,+0.09%,0.0,,,
347.0,삼성 레버리지 WTI원유 선물 ETN,1237.0,7.0,-0.56%,0.0,,,
348.0,SK렌터카,10510.0,160.0,+1.55%,500.0,12465.0,33420.0,951.0
349.0,TIGER 24-04 회사채(A+이상)액티브,51555.0,5.0,+0.01%,0.0,,,
350.0,쏘카,15030.0,330.0,-2.15%,100.0,3976.0,5857.0,95.0
351.0,SBS,26500.0,750.0,-2.75%,5000.0,11738.0,14079.0,1856.0
352.0,NICE,13100.0,60.0,-0.46%,500.0,27529.0,33786.0,1452.0
353.0,고려제강,19520.0,50.0,-0.26%,1000.0,20726.0,25328.0,1335.0
354.0,쿠쿠홈시스,21650.0,150.0,-0.69%,100.0,9381.0,10170.0,1199.0
355.0,송원산업,20100.0,350.0,-1.71%,500.0,13295.0,12173.0,1851.0
356.0,애경산업,18180.0,100.0,-0.55%,1000.0,6104.0,4826.0,390.0
357.0,삼부토건,2335.0,90.0,-3.71%,1000.0,4632.0,5118.0,-630.0
358.0,화신,13640.0,70.0,+0.52%,500.0,16903.0,10046.0,874.0
359.0,코리아써키트,20150.0,950.0,-4.50%,500.0,15969.0,12934.0,992.0
360.0,KG케미칼,6940.0,120.0,-1.70%,1000.0,66074.0,69819.0,5011.0
361.0,TIGER 25-10 회사채(A+이상)액티브,51760.0,5.0,+0.01%,0.0,,,
362.0,서연이화,17470.0,350.0,+2.04%,500.0,28453.0,19303.0,1507.0
363.0,한섬,19090.0,240.0,-1.24%,500.0,15422.0,16847.0,1683.0
364.0,TIGER 24-12 금융채(AA-이상),50330.0,15.0,+0.03%,0.0,,,
365.0,한화손해보험,4020.0,35.0,-0.86%,5000.0,84738.0,203827.0,2457.0
366.0,SOL 종합채권(AA-이상)액티브,105740.0,115.0,+0.11%,0.0,,,
367.0,유니드,68700.0,900.0,-1.29%,5000.0,14049.0,14893.0,1479.0
368.0,KBSTAR 단기통안채,110115.0,35.0,+0.03%,0.0,,,
369.0,ACE 200,35250.0,275.0,-0.77%,0.0,,,
370.0,삼양사,44550.0,250.0,-0.56%,5000.0,26524.0,29496.0,820.0
371.0,일동제약,16540.0,190.0,+1.16%,1000.0,6377.0,6558.0,-735.0
372.0,KODEX 미국FANG플러스(H),31720.0,390.0,-1.21%,0.0,,,
373.0,롯데정보통신,29400.0,400.0,+1.38%,5000.0,10477.0,8719.0,343.0
374.0,신한 레버리지 WTI원유 선물 ETN(H),903.0,7.0,-0.77%,0.0,,,
375.0,엘브이엠씨홀딩스,2630.0,70.0,+2.73%,0.0,2493.0,6673.0,-144.0
376.0,티웨이항공,2240.0,35.0,-1.54%,500.0,5258.0,10425.0,-1039.0
377.0,E1,65300.0,600.0,-0.91%,5000.0,79908.0,43397.0,2787.0
378.0,코람코라이프인프라리츠,5040.0,0.0,0.00%,500.0,357.0,12576.0,254.0
379.0,대동,17320.0,3410.0,+24.51%,1000.0,14637.0,17138.0,883.0
380.0,세아홀딩스,108600.0,4200.0,-3.72%,5000.0,67458.0,59200.0,1961.0
381.0,HDC,7260.0,20.0,-0.27%,5000.0,50449.0,115923.0,1585.0
382.0,바이오노트,4185.0,15.0,-0.36%,500.0,4797.0,17570.0,2954.0
383.0,부광약품,5980.0,70.0,-1.16%,500.0,1909.0,4009.0,-2.0
384.0,신영증권우,59800.0,100.0,-0.17%,5000.0,,,
385.0,신성이엔지,2045.0,25.0,-1.21%,500.0,6641.0,5776.0,210.0
386.0,KODEX 코스닥150선물인버스,3605.0,40.0,+1.12%,0.0,,,
387.0,QV KIS CD금리투자 ETN,51355.0,0.0,0.00%,0.0,,,
388.0,일진전기,11060.0,100.0,-0.90%,1000.0,11647.0,8395.0,315.0
389.0,아세아시멘트,10440.0,50.0,-0.48%,500.0,10401.0,20400.0,1180.0
390.0,풀무원,10610.0,120.0,-1.12%,500.0,28383.0,20492.0,263.0
391.0,SGC에너지,28000.0,50.0,-0.18%,5000.0,28233.0,30544.0,2094.0
392.0,LX하우시스,44750.0,550.0,-1.21%,5000.0,36112.0,24837.0,149.0
393.0,유나이티드제약,24650.0,150.0,-0.60%,500.0,2625.0,4179.0,482.0
394.0,LF,13660.0,50.0,-0.36%,5000.0,19685.0,25840.0,1852.0
395.0,한국자산신탁,3205.0,10.0,+0.31%,500.0,2330.0,13638.0,1469.0
396.0,세아제강,139200.0,300.0,-0.22%,5000.0,18018.0,14651.0,2152.0
397.0,삼성SDI우,244000.0,2500.0,-1.01%,5000.0,,,
398.0,KB스타리츠,3875.0,60.0,+1.57%,500.0,286.0,9825.0,-214.0
399.0,삼화콘덴서,37650.0,600.0,-1.57%,1000.0,2635.0,2875.0,305.0
400.0,광동제약,7430.0,170.0,-2.24%,1000.0,14315.0,9320.0,382.0
401.0,현대그린푸드,11450.0,70.0,-0.61%,500.0,,,
402.0,삼성FN리츠,4990.0,5.0,-0.10%,500.0,93.0,7467.0,63.0
403.0,KBSTAR KIS국고채30년Enhanced,73850.0,180.0,+0.24%,0.0,,,
404.0,삼천리,94900.0,1000.0,-1.04%,5000.0,57891.0,50220.0,912.0
405.0,맵스리얼티1,4140.0,15.0,-0.36%,0.0,,,
406.0,KISCO홀딩스,23750.0,400.0,-1.66%,1000.0,18106.0,17359.0,1979.0
407.0,퍼시스,33050.0,150.0,+0.46%,1000.0,3813.0,5448.0,327.0
408.0,국도화학,42150.0,350.0,-0.82%,5000.0,16018.0,14991.0,969.0
409.0,영진약품,2040.0,20.0,-0.97%,500.0,2184.0,2031.0,-74.0
410.0,BGF,3895.0,85.0,-2.14%,1000.0,4350.0,19380.0,612.0
411.0,ARIRANG 국고채30년액티브,102685.0,175.0,+0.17%,0.0,,,
412.0,풍산홀딩스,36950.0,50.0,-0.14%,5000.0,3877.0,11428.0,802.0
413.0,남해화학,7410.0,60.0,-0.80%,1000.0,21696.0,9029.0,626.0
414.0,아모레퍼시픽우,34850.0,250.0,-0.71%,500.0,,,
415.0,ARIRANG 국고채10년액티브,52290.0,60.0,+0.11%,0.0,,,
416.0,아세아제지,41050.0,300.0,-0.73%,5000.0,10234.0,10349.0,1094.0
417.0,KODEX ESG종합채권(A-이상)액티브,107350.0,140.0,+0.13%,0.0,,,
418.0,SOL 미국배당다우존스,9620.0,110.0,-1.13%,0.0,,,
419.0,아세아,169100.0,2300.0,-1.34%,5000.0,20723.0,31824.0,2326.0
420.0,KODEX 단기변동금리부채권액티브,108955.0,5.0,0.00%,0.0,,,
421.0,현대퓨처넷,3265.0,30.0,-0.91%,500.0,1542.0,9153.0,95.0
422.0,한진,23950.0,550.0,-2.24%,5000.0,28494.0,40932.0,1145.0
423.0,LS네트웍스,4530.0,365.0,+8.76%,5000.0,3629.0,13004.0,80.0
424.0,KODEX 은행,6655.0,25.0,-0.37%,0.0,,,
425.0,한일홀딩스,11560.0,100.0,-0.86%,1000.0,19656.0,32680.0,1325.0
426.0,KODEX 코스피,26455.0,275.0,-1.03%,0.0,,,
427.0,유진투자증권,3665.0,15.0,+0.41%,5000.0,18216.0,80764.0,181.0
428.0,대신증권우,13650.0,30.0,-0.22%,5000.0,,,
429.0,한화리츠,5000.0,0.0,0.00%,500.0,193.0,7165.0,118.0
430.0,DB,1743.0,9.0,-0.51%,500.0,4013.0,4143.0,236.0
431.0,백광산업,7790.0,0.0,0.00%,500.0,2327.0,4032.0,279.0
432.0,일성신약,26000.0,850.0,+3.38%,1000.0,612.0,4944.0,13.0
433.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10325.0,170.0,-1.62%,0.0,,,
434.0,대원제약,15470.0,310.0,-1.96%,500.0,4789.0,4536.0,430.0
435.0,에어부산,2935.0,55.0,-1.84%,1000.0,4050.0,12279.0,-813.0
436.0,파미셀,5700.0,50.0,+0.88%,500.0,602.0,1127.0,89.0
437.0,대원강업,5490.0,60.0,-1.08%,500.0,10245.0,10104.0,221.0
438.0,이아이디,1392.0,0.0,0.00%,200.0,2692.0,5662.0,-128.0
439.0,LG생활건강우,161200.0,1100.0,-0.68%,5000.0,,,
440.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),7110.0,125.0,-1.73%,0.0,,,
441.0,HJ중공업,4050.0,50.0,-1.22%,5000.0,17882.0,25677.0,66.0
442.0,HL홀딩스,33150.0,200.0,-0.60%,5000.0,12771.0,22799.0,858.0
443.0,신도리코,33000.0,0.0,0.00%,5000.0,3782.0,10385.0,-22.0
444.0,KODEX 미국달러SOFR금리액티브(합성),10370.0,35.0,+0.34%,0.0,,,
445.0,조광피혁,50000.0,300.0,-0.60%,5000.0,1220.0,4420.0,5.0
446.0,서흥,28650.0,250.0,-0.87%,500.0,6350.0,9264.0,620.0
447.0,지누스,15930.0,70.0,+0.44%,500.0,11596.0,11148.0,656.0
448.0,효성화학,86700.0,500.0,-0.57%,5000.0,28786.0,31311.0,-3367.0
449.0,한화3우B,14410.0,10.0,+0.07%,5000.0,,,
450.0,남양유업,449000.0,8500.0,-1.86%,5000.0,9647.0,9023.0,-868.0
451.0,TIGER 미국배당다우존스,10490.0,115.0,-1.08%,0.0,,,
452.0,TIGER 리츠부동산인프라,4300.0,5.0,+0.12%,0.0,,,
453.0,KEC,1585.0,39.0,-2.40%,500.0,2562.0,4011.0,180.0
454.0,HD현대에너지솔루션,28350.0,1000.0,-3.41%,5000.0,9848.0,6528.0,902.0
455.0,KODEX 미국채울트라30년선물(H),8500.0,20.0,+0.24%,0.0,,,
456.0,이리츠코크렙,4985.0,20.0,+0.40%,500.0,218.0,6915.0,168.0
457.0,KODEX 25-11 회사채(A+이상)액티브,10255.0,10.0,+0.10%,0.0,,,
458.0,한국쉘석유,242000.0,500.0,-0.21%,5000.0,3016.0,1723.0,351.0
459.0,STX중공업,11000.0,200.0,-1.79%,2500.0,1793.0,4163.0,113.0
460.0,포스코스틸리온,52100.0,1000.0,+1.96%,5000.0,12021.0,5545.0,382.0
461.0,STX,13080.0,230.0,-1.73%,2500.0,11886.0,7418.0,-20.0
462.0,농심홀딩스,66700.0,100.0,-0.15%,5000.0,6746.0,13891.0,528.0
463.0,이수화학,13610.0,160.0,-1.16%,5000.0,22076.0,11881.0,360.0
464.0,한투 KIS CD금리투자 ETN,51355.0,0.0,0.00%,0.0,,,
465.0,KODEX 국고채3년,59200.0,65.0,+0.11%,0.0,,,
466.0,TIGER 2차전지TOP10,15535.0,150.0,-0.96%,0.0,,,
467.0,대한제강,13100.0,20.0,-0.15%,1000.0,21416.0,12205.0,2154.0
468.0,사조대림,33400.0,250.0,-0.74%,5000.0,20188.0,11683.0,977.0
469.0,한국토지신탁,1212.0,3.0,-0.25%,1000.0,2129.0,17181.0,533.0
470.0,KODEX 선진국MSCI World,23540.0,180.0,-0.76%,0.0,,,
471.0,CJ4우(전환),71800.0,1300.0,-1.78%,5000.0,,,
472.0,SK증권,641.0,7.0,-1.08%,500.0,12507.0,64648.0,179.0
473.0,CR홀딩스,6460.0,10.0,-0.15%,500.0,7980.0,16204.0,226.0
474.0,삼진제약,21750.0,100.0,-0.46%,1000.0,2740.0,4066.0,232.0
475.0,한일현대시멘트,15620.0,120.0,-0.76%,5000.0,4712.0,6491.0,352.0
476.0,남선알미늄,2325.0,35.0,+1.53%,500.0,2557.0,4012.0,-25.0
477.0,대한제당,3345.0,10.0,-0.30%,500.0,13781.0,12195.0,381.0
478.0,서울가스,59900.0,600.0,-0.99%,5000.0,17245.0,18713.0,33.0
479.0,웅진씽크빅,2590.0,15.0,-0.58%,500.0,9333.0,7908.0,276.0
480.0,TIGER 중장기국채,50460.0,70.0,+0.14%,0.0,,,
481.0,스틱인베스트먼트,7100.0,0.0,0.00%,500.0,604.0,2539.0,103.0
482.0,알루코,3065.0,40.0,-1.29%,500.0,6454.0,8169.0,346.0
483.0,종근당홀딩스,58900.0,600.0,-1.01%,2500.0,9090.0,13764.0,-329.0
484.0,KODEX 국고채30년액티브,107185.0,220.0,+0.21%,0.0,,,
485.0,락앤락,6800.0,40.0,+0.59%,500.0,5212.0,7085.0,23.0
486.0,한국콜마홀딩스,8000.0,70.0,-0.87%,500.0,6499.0,12691.0,330.0
487.0,콘텐트리중앙,15260.0,500.0,-3.17%,5000.0,8521.0,25881.0,-716.0
488.0,코오롱플라스틱,7720.0,100.0,-1.28%,1000.0,5181.0,3870.0,460.0
489.0,아이마켓코리아,8760.0,30.0,-0.34%,500.0,35882.0,12250.0,563.0
490.0,스카이라이프,6150.0,10.0,-0.16%,2500.0,10342.0,13613.0,632.0
491.0,미래에셋 레버리지 원유선물혼합 ETN(H),7105.0,55.0,-0.77%,0.0,,,
492.0,KBSTAR 미국나스닥100,16070.0,170.0,-1.05%,0.0,,,
493.0,TIGER 미국S&P500선물(H),52975.0,695.0,-1.29%,0.0,,,
494.0,휴스틸,5160.0,40.0,-0.77%,1000.0,10309.0,12064.0,2892.0
495.0,일양약품,15190.0,220.0,-1.43%,2500.0,3838.0,4982.0,404.0
496.0,YG PLUS,4560.0,50.0,-1.08%,500.0,1402.0,2414.0,103.0
497.0,이연제약,15530.0,160.0,-1.02%,500.0,1540.0,4847.0,96.0
498.0,지역난방공사,24850.0,550.0,-2.17%,5000.0,41730.0,74781.0,-4039.0
499.0,SNT홀딩스,17500.0,30.0,-0.17%,500.0,16295.0,25584.0,1447.0
500.0,KOSEF 200,34750.0,370.0,-1.05%,0.0,,,
501.0,동국홀딩스,8840.0,60.0,-0.67%,5000.0,85111.0,64512.0,7435.0
502.0,모토닉,8490.0,10.0,-0.12%,500.0,2239.0,4641.0,138.0
503.0,DL건설,12630.0,200.0,+1.61%,5000.0,19624.0,17468.0,811.0
504.0,SOL 반도체소부장Fn,13335.0,125.0,-0.93%,0.0,,,
505.0,한국철강,6540.0,30.0,+0.46%,1000.0,10642.0,9387.0,1215.0
506.0,한국무브넥스,9090.0,90.0,+1.00%,1000.0,13714.0,7994.0,370.0
507.0,SIMPAC,4220.0,70.0,+1.69%,500.0,6722.0,9651.0,1189.0
508.0,현대차증권,8690.0,70.0,+0.81%,5000.0,11860.0,102331.0,1146.0
509.0,환인제약,14760.0,190.0,-1.27%,500.0,1989.0,3694.0,298.0
510.0,이엔플러스,4000.0,25.0,-0.62%,500.0,269.0,1203.0,-132.0
511.0,이월드,1931.0,236.0,+13.92%,1000.0,1265.0,4317.0,146.0
512.0,동화약품,9760.0,110.0,-1.11%,1000.0,3404.0,4611.0,299.0
513.0,수산인더스트리,19080.0,180.0,-0.93%,200.0,3035.0,5772.0,506.0
514.0,삼성 인버스 2X 코스닥150 선물 ETN,6760.0,125.0,+1.88%,0.0,,,
515.0,현대차3우B,112400.0,200.0,+0.18%,5000.0,,,
516.0,STX엔진,11670.0,170.0,-1.44%,2500.0,5440.0,8534.0,-88.0
517.0,BYC,428000.0,500.0,+0.12%,5000.0,1697.0,6689.0,253.0
518.0,LG헬로비전,3450.0,10.0,+0.29%,2500.0,11679.0,14280.0,538.0
519.0,신성통상,1858.0,7.0,-0.38%,500.0,15426.0,10697.0,1441.0
520.0,도화엔지니어링,7900.0,30.0,-0.38%,500.0,5558.0,5226.0,119.0
521.0,한농화성,16920.0,680.0,-3.86%,500.0,2394.0,2254.0,45.0
522.0,잇츠한불,12050.0,130.0,-1.07%,500.0,1307.0,4862.0,48.0
523.0,TIGER 종합채권(AA-이상)액티브,52210.0,30.0,+0.06%,0.0,,,
524.0,KBSTAR 비메모리반도체액티브,11415.0,95.0,-0.83%,0.0,,,
525.0,한국금융지주우,44650.0,50.0,-0.11%,5000.0,,,
526.0,조일알미늄,2055.0,35.0,-1.67%,500.0,5624.0,3677.0,158.0
527.0,제주은행,8080.0,20.0,-0.25%,5000.0,2756.0,73203.0,270.0
528.0,케이씨,19100.0,390.0,-2.00%,500.0,8580.0,10046.0,1012.0
529.0,ACE 베트남VN30(합성),16805.0,60.0,+0.36%,0.0,,,
530.0,TIGER 미국배당+7%프리미엄다우존스,9945.0,70.0,-0.70%,0.0,,,
531.0,JW홀딩스,3525.0,35.0,-0.98%,500.0,8645.0,11576.0,1033.0
532.0,제일약품,17380.0,160.0,-0.91%,500.0,7222.0,4569.0,-135.0
533.0,세진중공업,4495.0,75.0,-1.64%,500.0,4101.0,5518.0,249.0
534.0,현대코퍼레이션,19120.0,60.0,-0.31%,5000.0,61270.0,18313.0,668.0
535.0,삼양패키징,15960.0,20.0,-0.13%,5000.0,4074.0,6426.0,237.0
536.0,한솔제지,10580.0,70.0,-0.66%,5000.0,24580.0,22100.0,1302.0
537.0,광주신세계,31300.0,100.0,-0.32%,1000.0,1849.0,9135.0,656.0
538.0,조선내화,21000.0,200.0,-0.94%,500.0,,,
539.0,TYM,5510.0,210.0,+3.96%,2500.0,11661.0,7821.0,1220.0
540.0,하나제약,13930.0,50.0,-0.36%,500.0,2108.0,3460.0,312.0
541.0,에이프로젠,931.0,16.0,-1.69%,500.0,783.0,5999.0,-1193.0
542.0,다올투자증권,4045.0,110.0,-2.65%,5000.0,18420.0,95037.0,1070.0
543.0,동양,1032.0,1.0,-0.10%,500.0,7677.0,9836.0,79.0
544.0,백산,10900.0,30.0,+0.28%,500.0,4759.0,3389.0,503.0
545.0,롯데하이마트,10380.0,20.0,-0.19%,5000.0,33368.0,24642.0,-520.0
546.0,KBSTAR 미국S&P500,13410.0,140.0,-1.03%,0.0,,,
547.0,KBSTAR Fn수소경제테마,9250.0,50.0,-0.54%,0.0,,,
548.0,경방,8780.0,30.0,+0.34%,500.0,3892.0,12483.0,319.0
549.0,세방,12430.0,210.0,-1.66%,500.0,12904.0,12810.0,451.0
550.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),95885.0,6910.0,+7.77%,0.0,,,
551.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),95740.0,6635.0,+7.45%,0.0,,,
552.0,한전산업,7340.0,30.0,-0.41%,500.0,3460.0,1578.0,187.0
553.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),95200.0,5550.0,+6.19%,0.0,,,
554.0,KBSTAR 200TR,18800.0,180.0,-0.95%,0.0,,,
555.0,제이에스코퍼레이션,17500.0,520.0,-2.89%,100.0,9751.0,5338.0,815.0
556.0,TIGER 미국나스닥100커버드콜(합성),9765.0,15.0,-0.15%,0.0,,,
557.0,이지스밸류리츠,4495.0,10.0,-0.22%,1000.0,536.0,5610.0,401.0
558.0,ARIRANG 종합채권(AA-이상)액티브,106450.0,140.0,+0.13%,0.0,,,
559.0,삼영무역,12500.0,40.0,-0.32%,500.0,4925.0,6242.0,194.0
560.0,신대양제지,5720.0,70.0,+1.24%,500.0,6764.0,8845.0,509.0
561.0,티와이홀딩스,4565.0,35.0,-0.76%,500.0,3536.0,22830.0,224.0
562.0,동성케미컬,4615.0,30.0,-0.65%,1000.0,11401.0,8995.0,554.0
563.0,TIGER 반도체,36545.0,335.0,-0.91%,0.0,,,
564.0,삼익THK,10810.0,80.0,-0.73%,500.0,3391.0,4440.0,206.0
565.0,SOL 2차전지소부장Fn,8590.0,140.0,-1.60%,0.0,,,
566.0,코오롱글로벌,11920.0,20.0,+0.17%,5000.0,26021.0,28341.0,1667.0
567.0,KBSTAR ESG사회책임투자,11115.0,85.0,-0.76%,0.0,,,
568.0,부국증권,21700.0,100.0,+0.46%,5000.0,9834.0,14814.0,605.0
569.0,AK홀딩스,16960.0,120.0,-0.70%,5000.0,37880.0,50043.0,-218.0
570.0,넥센,4185.0,35.0,-0.83%,500.0,30040.0,47269.0,-225.0
571.0,현대비앤지스틸,14860.0,290.0,-1.91%,5000.0,12812.0,8578.0,335.0
572.0,AJ네트웍스,4945.0,5.0,-0.10%,1000.0,12084.0,14814.0,754.0
573.0,대성에너지,8100.0,30.0,-0.37%,1000.0,10209.0,8345.0,9.0
574.0,한솔테크닉스,6900.0,30.0,+0.44%,5000.0,16474.0,10719.0,551.0
575.0,한미글로벌,20200.0,150.0,+0.75%,500.0,3744.0,3731.0,307.0
576.0,코오롱,17470.0,110.0,-0.63%,5000.0,56599.0,44775.0,3110.0
577.0,대덕,6470.0,10.0,-0.15%,500.0,16619.0,19034.0,1969.0
578.0,KPX홀딩스,51900.0,100.0,-0.19%,5000.0,12404.0,18199.0,555.0
579.0,진원생명과학,2790.0,45.0,-1.59%,1000.0,487.0,2229.0,-401.0
580.0,아시아나IDT,19680.0,820.0,-4.00%,500.0,1814.0,2056.0,102.0
581.0,KPX케미칼,44650.0,100.0,-0.22%,5000.0,9836.0,7768.0,465.0
582.0,대교,2550.0,5.0,-0.20%,500.0,6831.0,6667.0,-500.0
583.0,TIGER 헬스케어,29285.0,45.0,+0.15%,0.0,,,
584.0,사조산업,43100.0,400.0,-0.92%,5000.0,6610.0,11666.0,552.0
585.0,대한제분,127300.0,0.0,0.00%,5000.0,13682.0,13184.0,433.0
586.0,KSS해운,9300.0,150.0,-1.59%,500.0,4454.0,16592.0,695.0
587.0,동국씨엠,7120.0,80.0,-1.11%,5000.0,,,
588.0,SOL 200TR,12430.0,105.0,-0.84%,0.0,,,
589.0,에스엠벡셀,1904.0,82.0,-4.13%,500.0,1368.0,1496.0,34.0
590.0,HLB글로벌,4995.0,55.0,-1.09%,500.0,446.0,1202.0,-147.0
591.0,신세계 I&C,12250.0,220.0,-1.76%,500.0,5969.0,4829.0,375.0
592.0,ACE 테슬라밸류체인액티브,11450.0,350.0,-2.97%,0.0,,,
593.0,예스코홀딩스,35100.0,50.0,+0.14%,5000.0,14715.0,14914.0,3.0
594.0,한국제지,1107.0,1.0,+0.09%,1000.0,2273.0,2010.0,35.0
595.0,두산우,52500.0,500.0,-0.94%,5000.0,,,
596.0,일신방직,9000.0,20.0,+0.22%,500.0,5931.0,11767.0,-160.0
597.0,하이트진로홀딩스,9010.0,70.0,-0.77%,5000.0,24843.0,39450.0,2025.0
598.0,GS글로벌,2530.0,20.0,-0.78%,2500.0,50709.0,14194.0,705.0
599.0,삼성전기우,71500.0,100.0,+0.14%,5000.0,,,
600.0,성신양회,8470.0,60.0,-0.70%,5000.0,10304.0,11876.0,18.0
601.0,JW생명과학,13020.0,130.0,-0.99%,2500.0,1889.0,2529.0,271.0
602.0,신한서부티엔디리츠,3665.0,20.0,-0.54%,1000.0,149.0,5733.0,83.0
603.0,ACE 국고채10년,90690.0,75.0,+0.08%,0.0,,,
604.0,S-Oil우,50900.0,300.0,-0.59%,2500.0,,,
605.0,NPC,5540.0,30.0,-0.54%,500.0,5446.0,5273.0,235.0
606.0,금호건설,5500.0,110.0,-1.96%,5000.0,20485.0,16912.0,559.0
607.0,한화갤러리아,1047.0,5.0,-0.48%,500.0,,,
608.0,한세예스24홀딩스,5070.0,70.0,-1.36%,500.0,33221.0,20370.0,1929.0
609.0,디앤디플랫폼리츠,3140.0,20.0,+0.64%,1000.0,209.0,8603.0,108.0
610.0,넥스틸,7770.0,20.0,-0.26%,500.0,6684.0,5880.0,1813.0
611.0,경보제약,8450.0,100.0,-1.17%,500.0,1963.0,2405.0,14.0
612.0,ARIRANG 고배당주,12205.0,15.0,-0.12%,0.0,,,
613.0,일진다이아,14160.0,170.0,-1.19%,1000.0,1868.0,5993.0,33.0
614.0,KBSTAR 단기종합채권(AA-이상)액티브,106620.0,40.0,+0.04%,0.0,,,
615.0,자이에스앤디,5180.0,20.0,-0.38%,1000.0,24790.0,19527.0,1989.0
616.0,삼성출판사,19990.0,4610.0,+29.97%,500.0,517.0,2115.0,-9.0
617.0,금호석유우,65800.0,0.0,0.00%,5000.0,,,
618.0,경농,10170.0,10.0,-0.10%,500.0,3616.0,4486.0,410.0
619.0,HDC랩스,7610.0,50.0,+0.66%,500.0,6107.0,3826.0,123.0
620.0,TIGER 일본니케이225,18310.0,170.0,-0.92%,0.0,,,
621.0,화승인더,3555.0,55.0,-1.52%,500.0,19130.0,17795.0,733.0
622.0,TIGER 미국달러SOFR금리액티브(합성),50320.0,140.0,+0.28%,0.0,,,
623.0,만호제강,47150.0,0.0,0.00%,1000.0,2133.0,2800.0,-74.0
624.0,디아이씨,5030.0,50.0,-0.98%,500.0,6959.0,6482.0,313.0
625.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,32570.0,820.0,-2.46%,0.0,,,
626.0,무림P&P,3125.0,10.0,+0.32%,2500.0,7741.0,16041.0,683.0
627.0,ARIRANG 코스피TR,13725.0,155.0,-1.12%,0.0,,,
628.0,서연,8300.0,120.0,-1.43%,500.0,32515.0,23235.0,1886.0
629.0,태경산업,6660.0,20.0,-0.30%,500.0,7334.0,6250.0,549.0
630.0,흥국화재,3030.0,20.0,-0.66%,5000.0,45289.0,139661.0,1860.0
631.0,코오롱모빌리티그룹,3045.0,15.0,-0.49%,500.0,,,
632.0,태경비케이,6930.0,20.0,-0.29%,500.0,3451.0,3612.0,319.0
633.0,KODEX 미국나스닥100레버리지(합성 H),8250.0,220.0,-2.60%,0.0,,,
634.0,ACE 미국배당다우존스,10645.0,125.0,-1.16%,0.0,,,
635.0,KOSEF 인도Nifty50(합성),21270.0,400.0,-1.85%,0.0,,,
636.0,일진홀딩스,3855.0,5.0,+0.13%,1000.0,14339.0,15861.0,449.0
